Age,Sex,Education,Income,BMI,GenHlth,Diabetes_012,count,noisy_count,noise_added,percent_error
Adult,1,6,3,Overweight,Poor,0,16,16,0,0.0
Adult,1,6,3,Overweight,Poor,2,1,0,-1,100.0
Adult,1,6,4,Normal,Fair,0,16,16,0,0.0
Adult,1,6,4,Normal,Fair,2,1,1,0,0.0
Adult,1,6,4,Normal,Good,0,26,26,0,0.0
Adult,1,6,4,Normal,Good,2,2,3,1,50.0
Adult,1,6,4,Normal,Poor,0,8,8,0,0.0
Adult,1,6,4,Normal,Poor,2,2,2,0,0.0
Adult,1,6,4,Obese,Fair,0,31,31,0,0.0
Adult,1,6,4,Obese,Fair,2,9,11,2,22.22
Adult,1,6,4,Obese,Good,0,30,31,1,3.33
Adult,1,6,4,Obese,Good,1,1,3,2,200.0
Adult,1,6,4,Obese,Good,2,3,4,1,33.33
Adult,1,6,4,Obese,Poor,0,23,23,0,0.0
Adult,1,6,4,Obese,Poor,2,17,19,2,11.76
Adult,1,6,4,Overweight,Fair,0,40,41,1,2.5
Adult,1,6,4,Overweight,Fair,1,1,0,-1,100.0
Adult,1,6,4,Overweight,Fair,2,2,2,0,0.0
Adult,1,6,4,Overweight,Good,0,52,50,-2,3.85
Adult,1,6,4,Overweight,Good,2,3,3,0,0.0
Adult,1,6,4,Overweight,Poor,0,11,10,-1,9.09
Adult,1,6,4,Overweight,Poor,1,2,0,-2,100.0
Adult,1,6,4,Overweight,Poor,2,6,6,0,0.0
Adult,1,6,5,Normal,Fair,0,20,20,0,0.0
Adult,1,6,5,Normal,Fair,2,4,4,0,0.0
Adult,1,6,5,Normal,Good,0,53,52,-1,1.89
Adult,1,6,5,Normal,Good,2,2,2,0,0.0
Adult,1,6,5,Normal,Poor,0,10,9,-1,10.0
Adult,1,6,5,Normal,Poor,2,3,2,-1,33.33
Adult,1,6,5,Obese,Fair,0,54,54,0,0.0
Adult,1,6,5,Obese,Fair,1,1,1,0,0.0
Adult,1,6,5,Obese,Fair,2,12,12,0,0.0
Adult,1,6,5,Obese,Good,0,58,59,1,1.72
Adult,1,6,5,Obese,Good,2,1,0,-1,100.0
Adult,1,6,5,Obese,Poor,0,16,16,0,0.0
Adult,1,6,5,Obese,Poor,2,16,14,-2,12.5
Adult,1,6,5,Overweight,Fair,0,45,46,1,2.22
Adult,1,6,5,Overweight,Fair,2,6,7,1,16.67
Adult,1,6,5,Overweight,Good,0,85,87,2,2.35
Adult,1,6,5,Overweight,Good,1,3,2,-1,33.33
Adult,1,6,5,Overweight,Good,2,1,1,0,0.0
Adult,1,6,5,Overweight,Poor,0,14,14,0,0.0
Adult,1,6,5,Overweight,Poor,2,7,8,1,14.29
Adult,1,6,6,Normal,Fair,0,38,41,3,7.89
Adult,1,6,6,Normal,Fair,2,1,0,-1,100.0
Adult,1,6,6,Normal,Good,0,143,143,0,0.0
Adult,1,6,6,Normal,Good,1,1,1,0,0.0
Adult,1,6,6,Normal,Good,2,2,3,1,50.0
Adult,1,6,6,Normal,Poor,0,7,6,-1,14.29
Adult,1,6,6,Normal,Poor,1,1,2,1,100.0
Adult,1,6,6,Normal,Poor,2,4,6,2,50.0
Adult,1,6,6,Obese,Fair,0,121,125,4,3.31
Adult,1,6,6,Obese,Fair,1,5,4,-1,20.0
Adult,1,6,6,Obese,Fair,2,26,26,0,0.0
Adult,1,6,6,Obese,Good,0,147,142,-5,3.4
Adult,1,6,6,Obese,Good,1,1,1,0,0.0
Adult,1,6,6,Obese,Good,2,14,14,0,0.0
Adult,1,6,6,Obese,Poor,0,35,35,0,0.0
Adult,1,6,6,Obese,Poor,1,2,2,0,0.0
Adult,1,6,6,Obese,Poor,2,13,12,-1,7.69
Adult,1,6,6,Overweight,Fair,0,102,103,1,0.98
Adult,1,6,6,Overweight,Fair,1,1,2,1,100.0
Adult,1,6,6,Overweight,Fair,2,13,13,0,0.0
Adult,1,6,6,Overweight,Good,0,214,213,-1,0.47
Adult,1,6,6,Overweight,Good,2,11,11,0,0.0
Adult,1,6,6,Overweight,Poor,0,19,20,1,5.26
Adult,1,6,6,Overweight,Poor,2,2,3,1,50.0
Adult,1,6,7,Normal,Fair,0,67,66,-1,1.49
Adult,1,6,7,Normal,Fair,2,2,2,0,0.0
Adult,1,6,7,Normal,Good,0,268,267,-1,0.37
Adult,1,6,7,Normal,Good,1,1,2,1,100.0
Adult,1,6,7,Normal,Good,2,7,5,-2,28.57
Adult,1,6,7,Normal,Poor,0,14,16,2,14.29
Adult,1,6,7,Normal,Poor,2,3,3,0,0.0
Adult,1,6,7,Obese,Fair,0,234,235,1,0.43
Adult,1,6,7,Obese,Fair,1,8,8,0,0.0
Adult,1,6,7,Obese,Fair,2,46,47,1,2.17
Adult,1,6,7,Obese,Good,0,298,297,-1,0.34
Adult,1,6,7,Obese,Good,1,5,5,0,0.0
Adult,1,6,7,Obese,Good,2,27,28,1,3.7
Adult,1,6,7,Obese,Poor,0,73,74,1,1.37
Adult,1,6,7,Obese,Poor,1,3,1,-2,66.67
Adult,1,6,7,Obese,Poor,2,26,28,2,7.69
Adult,1,6,7,Overweight,Fair,0,161,162,1,0.62
Adult,1,6,7,Overweight,Fair,2,20,19,-1,5.0
Adult,1,6,7,Overweight,Good,0,542,542,0,0.0
Adult,1,6,7,Overweight,Good,1,4,6,2,50.0
Adult,1,6,7,Overweight,Good,2,15,15,0,0.0
Adult,1,6,7,Overweight,Poor,0,25,24,-1,4.0
Adult,1,6,7,Overweight,Poor,1,1,0,-1,100.0
Adult,1,6,7,Overweight,Poor,2,6,7,1,16.67
Adult,1,6,7,Underweight,Good,0,6,7,1,16.67
Adult,1,6,8,Normal,Fair,0,260,260,0,0.0
Adult,1,6,8,Normal,Fair,1,4,3,-1,25.0
Adult,1,6,8,Normal,Fair,2,15,16,1,6.67
Adult,1,6,8,Normal,Good,0,1270,1268,-2,0.16
Adult,1,6,8,Normal,Good,1,5,6,1,20.0
Adult,1,6,8,Normal,Good,2,25,25,0,0.0
Adult,1,6,8,Normal,Poor,0,48,48,0,0.0
Adult,1,6,8,Normal,Poor,2,4,4,0,0.0
Adult,1,6,8,Obese,Fair,0,972,972,0,0.0
Adult,1,6,8,Obese,Fair,1,25,25,0,0.0
Adult,1,6,8,Obese,Fair,2,166,166,0,0.0
Adult,1,6,8,Obese,Good,0,1442,1443,1,0.07
Adult,1,6,8,Obese,Good,1,17,16,-1,5.88
Adult,1,6,8,Obese,Good,2,87,87,0,0.0
Adult,1,6,8,Obese,Poor,0,160,160,0,0.0
Adult,1,6,8,Obese,Poor,1,10,12,2,20.0
Adult,1,6,8,Obese,Poor,2,63,64,1,1.59
Adult,1,6,8,Overweight,Fair,0,732,732,0,0.0
Adult,1,6,8,Overweight,Fair,1,9,8,-1,11.11
Adult,1,6,8,Overweight,Fair,2,73,73,0,0.0
Adult,1,6,8,Overweight,Good,0,2302,2301,-1,0.04
Adult,1,6,8,Overweight,Good,1,10,10,0,0.0
Adult,1,6,8,Overweight,Good,2,78,79,1,1.28
Adult,1,6,8,Overweight,Poor,0,85,83,-2,2.35
Adult,1,6,8,Overweight,Poor,1,2,2,0,0.0
Adult,1,6,8,Overweight,Poor,2,20,20,0,0.0
Adult,1,6,8,Underweight,Good,0,28,28,0,0.0
Any,0,1,6,Any,Fair,0,3,2,-1,33.33
Any,0,1,6,Any,Fair,2,2,4,2,100.0
Any,0,1,7,Any,Good,0,6,6,0,0.0
Any,0,1,Low,Any,Fair,0,3,4,1,33.33
Any,0,1,Low,Any,Fair,2,4,1,-3,75.0
Any,0,1,Low,Any,Good,0,6,6,0,0.0
Any,0,1,Low,Any,Poor,0,4,0,-4,100.0
Any,0,1,Low,Any,Poor,1,1,2,1,100.0
Any,0,1,Low,Any,Poor,2,3,4,1,33.33
Any,0,1,Middle,Any,Fair,0,4,6,2,50.0
Any,0,1,Middle,Any,Fair,2,1,0,-1,100.0
Any,0,1,Middle,Any,Good,0,5,6,1,20.0
Any,0,1,Middle,Any,Poor,0,7,6,-1,14.29
Any,0,1,Middle,Any,Poor,2,1,1,0,0.0
Any,0,2,1,Any,Poor,0,6,6,0,0.0
Any,0,2,3,Any,Fair,0,6,6,0,0.0
Any,0,2,5,Any,Fair,0,6,5,-1,16.67
Any,0,2,6,Any,Fair,0,5,4,-1,20.0
Any,0,2,6,Any,Fair,2,2,0,-2,100.0
Any,0,2,7,Any,Fair,0,4,5,1,25.0
Any,0,2,7,Any,Fair,2,2,2,0,0.0
Any,0,2,7,Any,Good,0,6,7,1,16.67
Any,0,2,8,Any,Poor,0,2,2,0,0.0
Any,0,2,8,Any,Poor,1,1,0,-1,100.0
Any,0,2,8,Any,Poor,2,2,0,-2,100.0
Any,0,2,Low,Any,Good,0,9,10,1,11.11
Any,0,2,Low,Any,Good,2,1,1,0,0.0
Any,0,2,Low,Any,Poor,0,6,9,3,50.0
Any,0,2,Low,Any,Poor,2,1,2,1,100.0
Any,0,2,Low-Middle,Any,Fair,0,6,12,6,100.0
Any,0,2,Low-Middle,Any,Fair,2,1,0,-1,100.0
Any,0,2,Middle,Any,Good,0,7,7,0,0.0
Any,0,2,Middle,Any,Poor,0,6,7,1,16.67
Any,0,2,Middle,Any,Poor,2,2,2,0,0.0
Any,0,3,3,Any,Fair,0,6,6,0,0.0
Any,0,3,3,Any,Fair,2,2,3,1,50.0
Any,0,3,5,Any,Good,0,5,6,1,20.0
Any,0,3,6,Any,Poor,0,4,5,1,25.0
Any,0,3,6,Any,Poor,2,1,5,4,400.0
Any,0,3,7,Any,Good,0,5,1,-4,80.0
Any,0,3,7,Any,Poor,0,4,3,-1,25.0
Any,0,3,7,Any,Poor,2,1,2,1,100.0
Any,0,3,8,Any,Good,0,6,5,-1,16.67
Any,0,3,Any,Any,Fair,0,8,7,-1,12.5
Any,0,3,Low,Any,Good,0,6,6,0,0.0
Any,0,3,Low,Any,Poor,0,7,7,0,0.0
Any,0,3,Low,Any,Poor,1,1,0,-1,100.0
Any,0,3,Middle,Any,Fair,0,9,8,-1,11.11
Any,0,4,1,Any,Good,0,7,6,-1,14.29
Any,0,4,7,Any,Poor,0,6,5,-1,16.67
Any,0,4,8,Any,Fair,0,6,4,-2,33.33
Any,0,4,8,Any,Poor,0,5,5,0,0.0
Any,0,4,8,Any,Poor,2,1,4,3,300.0
Any,0,4,Low,Any,Good,0,4,4,0,0.0
Any,0,4,Low,Any,Good,2,1,4,3,300.0
Any,0,4,Low-Middle,Any,Fair,0,7,6,-1,14.29
Any,0,4,Middle,Any,Good,0,6,7,1,16.67
Any,0,5,3,Any,Fair,0,5,5,0,0.0
Any,0,5,7,Any,Poor,0,5,5,0,0.0
Any,0,5,7,Any,Poor,2,2,3,1,50.0
Any,0,5,8,Any,Fair,0,6,6,0,0.0
Any,0,5,8,Any,Fair,2,1,1,0,0.0
Any,0,5,Middle,Any,Fair,0,8,6,-2,25.0
Any,0,5,Middle,Any,Poor,0,4,5,1,25.0
Any,0,5,Middle,Any,Poor,2,1,3,2,200.0
Any,0,6,3,Any,Fair,0,6,6,0,0.0
Any,0,6,3,Any,Good,0,7,7,0,0.0
Any,0,6,4,Any,Good,0,5,4,-1,20.0
Any,0,6,Any,Any,Poor,0,3,3,0,0.0
Any,0,6,Any,Any,Poor,1,1,1,0,0.0
Any,0,6,Any,Any,Poor,2,1,0,-1,100.0
Any,0,6,Low-Middle,Any,Good,0,6,7,1,16.67
Any,0,6,Low-Middle,Any,Good,2,1,1,0,0.0
Any,0,6,Middle,Any,Fair,0,6,11,5,83.33
Any,0,6,Middle,Any,Poor,0,8,8,0,0.0
Any,0,Any,Any,Any,Any,0,8,6,-2,25.0
Any,0,LowEdu,Any,Any,Fair,0,7,7,0,0.0
Any,0,LowEdu,Any,Any,Fair,2,1,1,0,0.0
Any,0,LowEdu,Any,Any,Poor,0,5,2,-3,60.0
Any,0,LowEdu,Any,Any,Poor,2,2,0,-2,100.0
Any,0,MidEdu,Any,Any,Good,0,6,4,-2,33.33
Any,0,MidEdu,Any,Any,Poor,0,6,6,0,0.0
Any,0,MidEdu,Any,Any,Poor,2,1,1,0,0.0
Any,1,1,1,Any,Poor,0,6,6,0,0.0
Any,1,1,1,Any,Poor,2,1,0,-1,100.0
Any,1,1,5,Any,Poor,0,5,8,3,60.0
Any,1,1,5,Any,Poor,2,1,0,-1,100.0
Any,1,1,Any,Any,Poor,0,3,3,0,0.0
Any,1,1,Any,Any,Poor,2,3,5,2,66.67
Any,1,1,High,Any,Good,0,5,4,-1,20.0
Any,1,1,Low,Any,Fair,0,7,10,3,42.86
Any,1,1,Low,Any,Fair,2,3,3,0,0.0
Any,1,1,Low,Any,Good,0,5,5,0,0.0
Any,1,1,Middle,Any,Fair,0,9,8,-1,11.11
Any,1,1,Middle,Any,Fair,2,1,1,0,0.0
Any,1,1,Middle,Any,Good,0,6,7,1,16.67
Any,1,1,Middle,Any,Good,2,1,1,0,0.0
Any,1,1,Middle,Any,Poor,0,4,4,0,0.0
Any,1,1,Middle,Any,Poor,1,1,0,-1,100.0
Any,1,1,Middle,Any,Poor,2,2,2,0,0.0
Any,1,2,1,Any,Fair,0,5,5,0,0.0
Any,1,2,1,Any,Poor,0,5,7,2,40.0
Any,1,2,1,Any,Poor,2,2,1,-1,50.0
Any,1,2,2,Any,Good,0,5,5,0,0.0
Any,1,2,2,Any,Good,1,1,4,3,300.0
Any,1,2,3,Any,Poor,0,4,4,0,0.0
Any,1,2,3,Any,Poor,2,2,2,0,0.0
Any,1,2,4,Any,Fair,0,6,7,1,16.67
Any,1,2,6,Any,Fair,0,5,5,0,0.0
Any,1,2,6,Any,Fair,2,1,0,-1,100.0
Any,1,2,7,Any,Poor,0,4,4,0,0.0
Any,1,2,7,Any,Poor,1,1,2,1,100.0
Any,1,2,7,Any,Poor,2,1,5,4,400.0
Any,1,2,8,Any,Good,0,6,8,2,33.33
Any,1,2,8,Any,Good,2,1,5,4,400.0
Any,1,2,8,Any,Poor,0,3,2,-1,33.33
Any,1,2,8,Any,Poor,2,3,3,0,0.0
Any,1,2,Any,Any,Good,0,4,5,1,25.0
Any,1,2,Any,Any,Good,2,1,0,-1,100.0
Any,1,2,High,Any,Fair,0,5,5,0,0.0
Any,1,2,High,Any,Fair,2,1,0,-1,100.0
Any,1,2,Low,Any,Fair,0,5,4,-1,20.0
Any,1,2,Low,Any,Good,0,7,7,0,0.0
Any,1,2,Low,Any,Good,2,1,2,1,100.0
Any,1,2,Middle,Any,Poor,0,5,5,0,0.0
Any,1,2,Middle,Any,Poor,2,1,1,0,0.0
Any,1,3,1,Any,Poor,0,4,4,0,0.0
Any,1,3,1,Any,Poor,2,2,2,0,0.0
Any,1,3,3,Any,Poor,0,3,2,-1,33.33
Any,1,3,3,Any,Poor,2,2,3,1,50.0
Any,1,3,8,Any,Fair,0,5,5,0,0.0
Any,1,3,8,Any,Fair,2,2,2,0,0.0
Any,1,3,Any,Any,Poor,0,6,6,0,0.0
Any,1,3,Any,Any,Poor,2,1,1,0,0.0
Any,1,3,High,Any,Good,0,6,6,0,0.0
Any,1,3,High,Any,Good,1,1,0,-1,100.0
Any,1,3,Low,Any,Fair,0,5,4,-1,20.0
Any,1,3,Middle,Any,Fair,0,5,8,3,60.0
Any,1,3,Middle,Any,Fair,1,1,1,0,0.0
Any,1,3,Middle,Any,Good,0,7,7,0,0.0
Any,1,3,Middle,Any,Good,2,2,2,0,0.0
Any,1,3,Middle,Any,Poor,0,5,7,2,40.0
Any,1,3,Middle,Any,Poor,2,1,2,1,100.0
Any,1,4,1,Any,Good,0,5,6,1,20.0
Any,1,4,1,Any,Good,1,1,0,-1,100.0
Any,1,4,1,Any,Good,2,1,1,0,0.0
Any,1,4,2,Any,Fair,0,4,5,1,25.0
Any,1,4,2,Any,Fair,2,1,0,-1,100.0
Any,1,4,2,Any,Good,0,6,6,0,0.0
Any,1,4,3,Any,Fair,0,7,5,-2,28.57
Any,1,4,3,Any,Poor,0,5,6,1,20.0
Any,1,4,5,Any,Poor,0,8,7,-1,12.5
Any,1,4,6,Any,Poor,0,5,3,-2,40.0
Any,1,4,7,Any,Good,0,6,6,0,0.0
Any,1,4,8,Any,Good,0,8,9,1,12.5
Any,1,4,8,Any,Poor,0,3,3,0,0.0
Any,1,4,8,Any,Poor,2,2,2,0,0.0
Any,1,4,Any,Any,Poor,0,7,6,-1,14.29
Any,1,4,Any,Any,Poor,2,1,0,-1,100.0
Any,1,4,High,Any,Fair,0,4,6,2,50.0
Any,1,4,High,Any,Fair,2,1,0,-1,100.0
Any,1,4,Low,Any,Poor,0,4,3,-1,25.0
Any,1,4,Low,Any,Poor,2,2,2,0,0.0
Any,1,4,Middle,Any,Fair,0,5,5,0,0.0
Any,1,4,Middle,Any,Good,0,7,7,0,0.0
Any,1,5,1,Any,Good,0,4,4,0,0.0
Any,1,5,1,Any,Good,2,1,2,1,100.0
Any,1,5,2,Any,Fair,0,6,6,0,0.0
Any,1,5,2,Any,Fair,2,1,0,-1,100.0
Any,1,5,3,Any,Fair,0,7,6,-1,14.29
Any,1,5,3,Any,Fair,2,1,1,0,0.0
Any,1,5,3,Any,Poor,0,5,4,-1,20.0
Any,1,5,4,Any,Good,0,7,6,-1,14.29
Any,1,5,5,Any,Good,0,7,8,1,14.29
Any,1,5,8,Any,Fair,0,7,7,0,0.0
Any,1,5,8,Any,Fair,2,1,1,0,0.0
Any,1,5,8,Any,Poor,0,5,5,0,0.0
Any,1,5,Any,Any,Good,0,7,7,0,0.0
Any,1,5,Any,Any,Good,2,1,0,-1,100.0
Any,1,5,Any,Any,Poor,0,6,5,-1,16.67
Any,1,5,Any,Any,Poor,2,1,4,3,300.0
Any,1,5,Middle,Any,Fair,0,4,3,-1,25.0
Any,1,5,Middle,Any,Fair,2,1,2,1,100.0
Any,1,5,Middle,Any,Poor,0,8,8,0,0.0
Any,1,6,3,Any,Fair,0,5,5,0,0.0
Any,1,6,3,Any,Fair,2,1,0,-1,100.0
Any,1,6,3,Any,Good,0,6,6,0,0.0
Any,1,6,4,Any,Good,0,4,4,0,0.0
Any,1,6,4,Any,Good,2,1,0,-1,100.0
Any,1,6,7,Any,Poor,0,5,6,1,20.0
Any,1,6,7,Any,Poor,2,1,2,1,100.0
Any,1,6,Any,Any,Good,0,6,7,1,16.67
Any,1,6,Any,Any,Good,2,2,0,-2,100.0
Any,1,6,High,Any,Fair,0,6,5,-1,16.67
Any,1,6,Low,Any,Fair,0,6,6,0,0.0
Any,1,6,Low,Any,Good,0,6,6,0,0.0
Any,1,6,Low,Any,Poor,0,6,7,1,16.67
Any,1,6,Low,Any,Poor,1,1,1,0,0.0
Any,1,6,Middle,Any,Fair,0,7,7,0,0.0
Any,1,6,Middle,Any,Poor,0,4,4,0,0.0
Any,1,6,Middle,Any,Poor,2,1,2,1,100.0
Any,1,Any,Any,Any,Fair,0,6,7,1,16.67
Any,1,Any,Any,Any,Fair,2,1,1,0,0.0
Any,1,Any,Any,Any,Poor,0,6,8,2,33.33
Any,1,MidEdu,Any,Any,Fair,0,6,6,0,0.0
Any,1,MidEdu,Any,Any,Good,0,5,5,0,0.0
MiddleAge,0,1,1,Obese,Poor,0,3,2,-1,33.33
MiddleAge,0,1,1,Obese,Poor,2,2,2,0,0.0
MiddleAge,0,2,1,Normal,Fair,0,7,13,6,85.71
MiddleAge,0,2,1,Normal,Fair,2,1,2,1,100.0
MiddleAge,0,2,1,Normal,Poor,0,23,22,-1,4.35
MiddleAge,0,2,1,Normal,Poor,2,9,10,1,11.11
MiddleAge,0,2,1,Obese,Fair,0,17,16,-1,5.88
MiddleAge,0,2,1,Obese,Fair,2,6,6,0,0.0
MiddleAge,0,2,1,Obese,Poor,0,24,24,0,0.0
MiddleAge,0,2,1,Obese,Poor,1,7,7,0,0.0
MiddleAge,0,2,1,Obese,Poor,2,60,60,0,0.0
MiddleAge,0,2,1,Overweight,Fair,0,5,5,0,0.0
MiddleAge,0,2,1,Overweight,Fair,1,1,2,1,100.0
MiddleAge,0,2,1,Overweight,Fair,2,1,0,-1,100.0
MiddleAge,0,2,1,Overweight,Poor,0,29,27,-2,6.9
MiddleAge,0,2,1,Overweight,Poor,1,2,3,1,50.0
MiddleAge,0,2,1,Overweight,Poor,2,11,10,-1,9.09
MiddleAge,0,2,1,Overweight-Range,Good,0,3,2,-1,33.33
MiddleAge,0,2,1,Overweight-Range,Good,2,2,2,0,0.0
MiddleAge,0,2,2,Normal,Fair,0,5,5,0,0.0
MiddleAge,0,2,2,Normal,Fair,2,3,2,-1,33.33
MiddleAge,0,2,2,Normal,Poor,0,7,6,-1,14.29
MiddleAge,0,2,2,Normal,Poor,1,1,0,-1,100.0
MiddleAge,0,2,2,Normal,Poor,2,6,7,1,16.67
MiddleAge,0,2,2,Obese,Fair,0,6,5,-1,16.67
MiddleAge,0,2,2,Obese,Fair,2,7,9,2,28.57
MiddleAge,0,2,2,Obese,Good,0,5,4,-1,20.0
MiddleAge,0,2,2,Obese,Good,1,1,1,0,0.0
MiddleAge,0,2,2,Obese,Poor,0,31,30,-1,3.23
MiddleAge,0,2,2,Obese,Poor,1,4,1,-3,75.0
MiddleAge,0,2,2,Obese,Poor,2,29,29,0,0.0
MiddleAge,0,2,2,Overweight,Fair,0,7,5,-2,28.57
MiddleAge,0,2,2,Overweight,Fair,2,2,4,2,100.0
MiddleAge,0,2,2,Overweight,Good,0,5,5,0,0.0
MiddleAge,0,2,2,Overweight,Poor,0,16,14,-2,12.5
MiddleAge,0,2,2,Overweight,Poor,1,2,3,1,50.0
MiddleAge,0,2,2,Overweight,Poor,2,16,18,2,12.5
MiddleAge,0,2,3,Normal,Fair,0,11,11,0,0.0
MiddleAge,0,2,3,Normal,Poor,0,2,1,-1,50.0
MiddleAge,0,2,3,Normal,Poor,2,4,4,0,0.0
MiddleAge,0,2,3,Obese,Fair,0,7,6,-1,14.29
MiddleAge,0,2,3,Obese,Fair,2,6,5,-1,16.67
MiddleAge,0,2,3,Obese,Good,0,5,6,1,20.0
MiddleAge,0,2,3,Obese,Good,2,1,0,-1,100.0
MiddleAge,0,2,3,Obese,Poor,0,17,17,0,0.0
MiddleAge,0,2,3,Obese,Poor,1,2,2,0,0.0
MiddleAge,0,2,3,Obese,Poor,2,25,24,-1,4.0
MiddleAge,0,2,3,Overweight,Fair,0,8,8,0,0.0
MiddleAge,0,2,3,Overweight,Fair,2,1,1,0,0.0
MiddleAge,0,2,3,Overweight,Good,0,6,7,1,16.67
MiddleAge,0,2,3,Overweight,Good,2,1,0,-1,100.0
MiddleAge,0,2,3,Overweight,Poor,0,16,17,1,6.25
MiddleAge,0,2,3,Overweight,Poor,2,9,8,-1,11.11
MiddleAge,0,2,4,Normal,Poor,0,4,2,-2,50.0
MiddleAge,0,2,4,Normal,Poor,1,1,0,-1,100.0
MiddleAge,0,2,4,Obese,Fair,0,6,5,-1,16.67
MiddleAge,0,2,4,Obese,Fair,1,1,1,0,0.0
MiddleAge,0,2,4,Obese,Fair,2,6,5,-1,16.67
MiddleAge,0,2,4,Obese,Poor,0,11,9,-2,18.18
MiddleAge,0,2,4,Obese,Poor,1,3,3,0,0.0
MiddleAge,0,2,4,Obese,Poor,2,16,15,-1,6.25
MiddleAge,0,2,4,Overweight,Fair,0,4,5,1,25.0
MiddleAge,0,2,4,Overweight,Fair,2,3,2,-1,33.33
MiddleAge,0,2,4,Overweight,Poor,0,5,5,0,0.0
MiddleAge,0,2,4,Overweight,Poor,2,6,8,2,33.33
MiddleAge,0,2,4,Overweight-Range,Good,0,5,5,0,0.0
MiddleAge,0,2,4,Overweight-Range,Good,2,2,3,1,50.0
MiddleAge,0,2,5,Normal,Good,0,5,5,0,0.0
MiddleAge,0,2,5,Normal-Range,Fair,0,4,6,2,50.0
MiddleAge,0,2,5,Normal-Range,Fair,2,1,0,-1,100.0
MiddleAge,0,2,5,Obese,Fair,0,2,2,0,0.0
MiddleAge,0,2,5,Obese,Fair,2,4,6,2,50.0
MiddleAge,0,2,5,Obese,Good,0,5,5,0,0.0
MiddleAge,0,2,5,Obese,Good,2,3,4,1,33.33
MiddleAge,0,2,5,Obese,Poor,0,14,15,1,7.14
MiddleAge,0,2,5,Obese,Poor,1,2,1,-1,50.0
MiddleAge,0,2,5,Obese,Poor,2,9,9,0,0.0
MiddleAge,0,2,5,Overweight,Good,0,4,5,1,25.0
MiddleAge,0,2,5,Overweight,Good,2,1,0,-1,100.0
MiddleAge,0,2,5,Overweight,Poor,0,5,4,-1,20.0
MiddleAge,0,2,5,Overweight,Poor,2,5,5,0,0.0
MiddleAge,0,2,6,Any,Good,0,5,10,5,100.0
MiddleAge,0,2,6,Obese,Fair,0,4,4,0,0.0
MiddleAge,0,2,6,Obese,Fair,2,2,0,-2,100.0
MiddleAge,0,2,6,Obese,Poor,0,1,2,1,100.0
MiddleAge,0,2,6,Obese,Poor,2,6,4,-2,33.33
MiddleAge,0,2,6,Overweight,Fair,0,7,6,-1,14.29
MiddleAge,0,2,6,Overweight,Poor,0,4,8,4,100.0
MiddleAge,0,2,6,Overweight,Poor,2,2,2,0,0.0
MiddleAge,0,2,7,Any,Good,0,3,3,0,0.0
MiddleAge,0,2,7,Any,Good,2,2,0,-2,100.0
MiddleAge,0,2,7,Overweight-Range,Fair,0,3,4,1,33.33
MiddleAge,0,2,7,Overweight-Range,Fair,2,3,4,1,33.33
MiddleAge,0,2,8,Overweight-Range,Poor,0,2,6,4,200.0
MiddleAge,0,2,8,Overweight-Range,Poor,1,1,1,0,0.0
MiddleAge,0,2,8,Overweight-Range,Poor,2,2,3,1,50.0
MiddleAge,0,3,1,Normal,Fair,0,18,19,1,5.56
MiddleAge,0,3,1,Normal,Fair,1,1,0,-1,100.0
MiddleAge,0,3,1,Normal,Fair,2,4,4,0,0.0
MiddleAge,0,3,1,Normal,Good,0,18,19,1,5.56
MiddleAge,0,3,1,Normal,Poor,0,36,36,0,0.0
MiddleAge,0,3,1,Normal,Poor,1,1,2,1,100.0
MiddleAge,0,3,1,Normal,Poor,2,15,13,-2,13.33
MiddleAge,0,3,1,Obese,Fair,0,31,31,0,0.0
MiddleAge,0,3,1,Obese,Fair,1,1,1,0,0.0
MiddleAge,0,3,1,Obese,Fair,2,18,18,0,0.0
MiddleAge,0,3,1,Obese,Good,0,14,17,3,21.43
MiddleAge,0,3,1,Obese,Good,1,1,1,0,0.0
MiddleAge,0,3,1,Obese,Good,2,2,2,0,0.0
MiddleAge,0,3,1,Obese,Poor,0,52,52,0,0.0
MiddleAge,0,3,1,Obese,Poor,1,3,0,-3,100.0
MiddleAge,0,3,1,Obese,Poor,2,72,72,0,0.0
MiddleAge,0,3,1,Overweight,Fair,0,28,28,0,0.0
MiddleAge,0,3,1,Overweight,Fair,2,8,8,0,0.0
MiddleAge,0,3,1,Overweight,Good,0,13,13,0,0.0
MiddleAge,0,3,1,Overweight,Good,2,3,4,1,33.33
MiddleAge,0,3,1,Overweight,Poor,0,33,33,0,0.0
MiddleAge,0,3,1,Overweight,Poor,1,3,5,2,66.67
MiddleAge,0,3,1,Overweight,Poor,2,21,22,1,4.76
MiddleAge,0,3,1,Underweight,Poor,0,6,7,1,16.67
MiddleAge,0,3,2,Normal,Fair,0,7,6,-1,14.29
MiddleAge,0,3,2,Normal,Fair,2,2,1,-1,50.0
MiddleAge,0,3,2,Normal,Good,0,5,5,0,0.0
MiddleAge,0,3,2,Normal,Good,2,1,1,0,0.0
MiddleAge,0,3,2,Normal,Poor,0,24,24,0,0.0
MiddleAge,0,3,2,Normal,Poor,2,6,6,0,0.0
MiddleAge,0,3,2,Obese,Fair,0,17,16,-1,5.88
MiddleAge,0,3,2,Obese,Fair,1,5,7,2,40.0
MiddleAge,0,3,2,Obese,Fair,2,19,21,2,10.53
